hour,day_of_week,is_weekend,is_festival,weather,zone_type,is_lunch_time,is_dinner_time,distance_km,estimated_time_min,app_name,expected_payout,fuel_cost,time_cost,net_profit,best_app
21,0,0,0,fog,busy,0,1,1.0,25,Zomato,70.48,5.0,37.5,27.98,Blinkit
18,1,0,0,fog,low,0,0,12.6,16,Blinkit,160.96,63.0,24.0,73.96,Blinkit
11,4,0,0,clear,normal,0,0,5.3,19,Swiggy,100.19,26.5,28.5,45.19,Zomato
19,2,0,0,clear,busy,0,1,1.4,31,Zomato,80.29,7.0,46.5,26.79,Blinkit
19,3,0,0,fog,normal,0,1,5.0,31,Swiggy,91.95,25.0,46.5,20.45,Zomato
19,6,1,1,fog,normal,0,1,6.2,43,Swiggy,157.77,31.0,64.5,62.27,Zomato
15,3,0,0,clear,busy,0,0,0.5,27,Zomato,51.62,2.5,40.5,8.62,Blinkit
8,3,0,0,clear,normal,0,0,5.8,24,Swiggy,105.57,29.0,36.0,40.57,Zomato
20,3,0,0,fog,normal,0,1,5.2,42,Swiggy,94.22,26.0,63.0,5.22,Zomato
23,4,0,0,fog,busy,0,0,1.3,18,Zomato,55.9,6.5,27.0,22.4,Blinkit
10,1,0,0,fog,low,0,0,12.5,15,Blinkit,160.03,62.5,22.5,75.03,Blinkit
9,4,0,0,fog,busy,0,0,1.6,17,Swiggy,59.43,8.0,25.5,25.93,Blinkit
18,6,1,0,clear,normal,0,0,3.7,10,Zomato,83.07,18.5,15.0,49.57,Swiggy
0,2,0,0,rain,normal,0,0,4.8,21,Swiggy,129.91,24.0,31.5,74.41,Swiggy
21,2,0,0,clear,normal,0,1,6.1,27,Blinkit,106.66,30.5,40.5,35.66,Zomato
21,3,0,0,fog,low,0,1,14.3,37,Blinkit,177.99,71.5,55.5,50.99,Blinkit
11,1,0,0,clear,normal,0,0,2.8,30,Zomato,73.61,14.0,45.0,14.61,Zomato
22,3,0,0,fog,busy,0,1,1.9,28,Swiggy,63.06,9.5,42.0,11.56,Blinkit
23,4,0,0,rain,busy,0,0,0.7,17,Zomato,88.97,3.5,25.5,59.97,Blinkit
22,0,0,0,fog,low,0,1,12.6,17,Blinkit,160.99,63.0,25.5,72.49,Blinkit
19,6,1,0,clear,normal,0,1,4.7,29,Swiggy,106.78,23.5,43.5,39.78,Swiggy
22,1,0,0,clear,normal,0,1,6.2,16,Blinkit,107.87,31.0,24.0,52.87,Zomato
10,1,0,0,fog,busy,0,0,1.6,18,Swiggy,59.62,8.0,27.0,24.62,Blinkit
18,4,0,0,clear,normal,0,0,7.1,23,Blinkit,117.34,35.5,34.5,47.34,Zomato
17,3,0,0,clear,normal,0,0,5.2,16,Swiggy,99.15,26.0,24.0,49.15,Zomato
20,2,0,1,clear,low,0,1,14.4,48,Blinkit,224.04,72.0,72.0,80.04,Zomato
9,6,1,0,fog,busy,0,0,0.8,26,Zomato,49.99,4.0,39.0,6.99,Blinkit
10,5,1,0,fog,normal,0,0,5.1,10,Swiggy,106.04,25.5,15.0,65.54,Swiggy
9,3,0,0,clear,low,0,0,12.7,16,Blinkit,166.96,63.5,24.0,79.46,Blinkit
12,2,0,0,fog,normal,1,0,5.6,10,Swiggy,98.4,28.0,15.0,55.4,Zomato
18,3,0,0,fog,busy,0,0,0.6,49,Zomato,47.63,3.0,73.5,-28.87,Blinkit
19,2,0,0,clear,low,0,1,14.7,45,Blinkit,187.02,73.5,67.5,46.02,Blinkit
8,0,0,0,clear,busy,0,0,1.5,20,Swiggy,63.48,7.5,30.0,25.98,Blinkit
15,0,0,0,rain,busy,0,0,1.4,15,Zomato,97.09,7.0,22.5,67.59,Blinkit
9,2,0,0,rain,normal,0,0,4.9,19,Swiggy,130.96,24.5,28.5,77.96,Swiggy
9,3,0,0,fog,normal,0,0,5.3,29,Swiggy,95.12,26.5,43.5,25.12,Zomato
18,0,0,0,rain,low,0,0,12.7,21,Blinkit,201.96,63.5,31.5,106.96,Swiggy
21,5,1,0,rain,busy,0,1,1.9,18,Swiggy,116.03,9.5,27.0,79.53,Swiggy
9,4,0,0,clear,normal,0,0,4.6,15,Swiggy,92.8,23.0,22.5,47.3,Zomato
9,6,1,0,fog,normal,0,0,5.2,25,Swiggy,107.15,26.0,37.5,43.65,Swiggy
11,1,0,0,clear,normal,0,0,4.4,19,Swiggy,90.54,22.0,28.5,40.04,Zomato
11,1,0,0,rain,low,0,0,14.1,30,Blinkit,216.05,70.5,45.0,100.55,Swiggy
21,5,1,0,fog,low,0,1,13.5,27,Blinkit,170.01,67.5,40.5,62.01,Swiggy
22,6,1,0,fog,normal,0,1,4.7,36,Swiggy,101.85,23.5,54.0,24.35,Swiggy
18,2,0,0,clear,normal,0,0,2.0,47,Zomato,65.0,10.0,70.5,-15.5,Zomato
19,0,0,0,clear,low,0,1,14.0,24,Blinkit,180.01,70.0,36.0,74.01,Blinkit
20,2,0,0,clear,normal,0,1,2.7,44,Zomato,90.54,13.5,66.0,11.04,Zomato
11,4,0,0,fog,busy,0,0,1.4,11,Zomato,57.05,7.0,16.5,33.55,Blinkit
10,3,0,0,fog,busy,0,0,1.0,10,Zomato,52.52,5.0,15.0,32.52,Blinkit
20,6,1,0,clear,normal,0,1,3.1,12,Zomato,94.7,15.5,18.0,61.2,Swiggy
13,0,0,0,fog,low,1,0,13.0,21,Blinkit,165.03,65.0,31.5,68.53,Zomato
18,3,0,0,clear,normal,0,0,5.5,26,Swiggy,102.3,27.5,39.0,35.8,Zomato
20,5,1,0,fog,low,0,1,14.6,44,Blinkit,180.96,73.0,66.0,41.96,Swiggy
20,2,0,0,fog,normal,0,1,3.4,41,Zomato,92.91,17.0,61.5,14.41,Zomato
20,0,0,0,fog,normal,0,1,4.9,32,Swiggy,90.96,24.5,48.0,18.46,Zomato
20,0,0,0,rain,low,0,1,14.8,28,Blinkit,222.97,74.0,42.0,106.97,Swiggy
21,6,1,0,clear,low,0,1,13.3,27,Blinkit,172.96,66.5,40.5,65.96,Swiggy
9,5,1,0,fog,normal,0,0,6.4,19,Blinkit,104.89,32.0,28.5,44.39,Swiggy
17,0,0,0,fog,busy,0,0,1.2,24,Zomato,54.69,6.0,36.0,12.69,Blinkit
21,0,0,0,rain,low,0,1,12.7,35,Blinkit,201.99,63.5,52.5,85.99,Swiggy
11,1,0,0,clear,busy,0,0,1.7,34,Swiggy,65.78,8.5,51.0,6.28,Blinkit
20,0,0,0,clear,normal,0,1,5.2,15,Swiggy,99.11,26.0,22.5,50.61,Zomato
22,2,0,0,clear,normal,0,1,5.7,25,Swiggy,104.39,28.5,37.5,38.39,Zomato
21,4,0,0,clear,normal,0,1,5.7,29,Swiggy,104.39,28.5,43.5,32.39,Zomato
18,3,0,0,fog,normal,0,0,6.4,41,Blinkit,104.87,32.0,61.5,11.37,Zomato
21,5,1,0,clear,normal,0,1,6.0,36,Blinkit,105.62,30.0,54.0,21.62,Swiggy
19,6,1,0,fog,busy,0,1,0.7,29,Zomato,66.98,3.5,43.5,19.98,Swiggy
18,1,0,0,rain,normal,0,0,4.7,31,Swiggy,128.87,23.5,46.5,58.87,Swiggy
20,2,0,0,clear,normal,0,1,6.0,26,Blinkit,105.64,30.0,39.0,36.64,Zomato
9,6,1,0,rain,normal,0,0,3.8,20,Zomato,119.16,19.0,30.0,70.16,Swiggy
16,6,1,0,fog,normal,0,0,3.9,18,Zomato,80.23,19.5,27.0,33.73,Swiggy
19,5,1,0,fog,busy,0,1,0.9,32,Zomato,69.35,4.5,48.0,16.85,Swiggy
17,3,0,0,clear,normal,0,0,4.5,23,Swiggy,91.69,22.5,34.5,34.69,Zomato
15,4,0,0,rain,low,0,0,14.9,27,Blinkit,223.97,74.5,40.5,108.97,Swiggy
9,1,0,0,clear,normal,0,0,3.7,15,Zomato,83.15,18.5,22.5,42.15,Zomato
23,0,0,0,clear,normal,0,0,5.2,25,Swiggy,99.11,26.0,37.5,35.61,Zomato
12,1,0,0,fog,normal,1,0,6.5,26,Blinkit,105.93,32.5,39.0,34.43,Zomato
10,4,0,0,fog,normal,0,0,2.1,17,Zomato,61.03,10.5,25.5,25.03,Zomato
18,2,0,0,clear,low,0,0,14.0,26,Blinkit,180.0,70.0,39.0,71.0,Blinkit
17,4,0,0,fog,busy,0,0,1.9,38,Swiggy,62.97,9.5,57.0,-3.53,Blinkit
20,2,0,0,rain,normal,0,1,7.2,42,Blinkit,153.49,36.0,63.0,54.49,Swiggy
15,1,0,0,fog,normal,0,0,2.2,18,Zomato,62.19,11.0,27.0,24.19,Zomato
9,6,1,0,clear,busy,0,0,1.0,14,Zomato,57.46,5.0,21.0,31.46,Blinkit
22,1,0,0,clear,busy,0,1,1.6,20,Swiggy,64.63,8.0,30.0,26.63,Blinkit
8,6,1,0,rain,normal,0,0,4.1,11,Zomato,122.35,20.5,16.5,85.35,Swiggy
22,5,1,0,clear,low,0,1,13.5,24,Blinkit,174.98,67.5,36.0,71.48,Swiggy
18,0,0,0,clear,normal,0,0,2.1,21,Zomato,66.01,10.5,31.5,24.01,Zomato
17,1,0,0,clear,normal,0,0,5.8,13,Swiggy,105.61,29.0,19.5,57.11,Zomato
8,3,0,0,rain,busy,0,0,1.0,28,Zomato,92.31,5.0,42.0,45.31,Blinkit
8,0,0,0,fog,low,0,0,13.2,19,Blinkit,167.03,66.0,28.5,72.53,Blinkit
17,0,0,0,clear,low,0,0,12.8,33,Blinkit,167.99,64.0,49.5,54.49,Blinkit
13,6,1,0,fog,normal,1,0,5.0,33,Swiggy,105.0,25.0,49.5,30.5,Zomato
19,4,0,0,fog,busy,0,1,1.2,40,Zomato,72.93,6.0,60.0,6.93,Blinkit
19,2,0,0,fog,normal,0,1,5.8,42,Swiggy,100.54,29.0,63.0,8.54,Zomato
18,1,0,0,fog,normal,0,0,2.9,27,Zomato,69.66,14.5,40.5,14.66,Zomato
17,1,0,0,clear,busy,0,0,1.2,26,Zomato,59.7,6.0,39.0,14.7,Blinkit
17,0,0,0,fog,normal,0,0,5.8,19,Swiggy,100.47,29.0,28.5,42.97,Zomato
21,4,0,0,rain,low,0,1,14.9,32,Blinkit,224.01,74.5,48.0,101.51,Swiggy
23,2,0,0,clear,low,0,0,13.9,23,Blinkit,179.01,69.5,34.5,75.01,Blinkit
19,2,0,0,clear,normal,0,1,5.6,42,Swiggy,103.33,28.0,63.0,12.33,Zomato
23,4,0,0,fog,normal,0,0,5.2,26,Swiggy,94.19,26.0,39.0,29.19,Zomato
9,6,1,0,rain,normal,0,0,8.0,13,Blinkit,161.98,40.0,19.5,102.48,Swiggy
0,3,0,0,clear,normal,0,0,5.3,21,Swiggy,100.17,26.5,31.5,42.17,Zomato
8,6,1,0,clear,normal,0,0,4.5,28,Swiggy,104.7,22.5,42.0,40.2,Swiggy
21,0,0,0,clear,low,0,1,14.1,21,Blinkit,181.0,70.5,31.5,79.0,Blinkit
9,1,0,0,clear,busy,0,0,1.3,26,Zomato,61.04,6.5,39.0,15.54,Blinkit
10,3,0,0,clear,normal,0,0,2.6,16,Zomato,71.38,13.0,24.0,34.38,Zomato
21,5,1,0,clear,normal,0,1,5.8,18,Swiggy,118.54,29.0,27.0,62.54,Swiggy
12,4,0,0,rain,busy,1,0,0.8,37,Zomato,108.16,4.0,55.5,48.66,Zomato
20,0,0,0,fog,normal,0,1,4.2,33,Swiggy,83.53,21.0,49.5,13.03,Zomato
23,2,0,0,rain,normal,0,0,4.5,21,Swiggy,126.74,22.5,31.5,72.74,Swiggy
19,0,0,0,clear,normal,0,1,5.3,34,Swiggy,100.18,26.5,51.0,22.68,Zomato
19,5,1,0,rain,low,0,1,14.9,45,Blinkit,224.02,74.5,67.5,82.02,Swiggy
9,1,0,0,clear,normal,0,0,3.3,16,Zomato,78.91,16.5,24.0,38.41,Zomato
19,4,0,0,clear,busy,0,1,1.8,45,Swiggy,66.96,9.0,67.5,-9.54,Blinkit
20,0,0,0,clear,busy,0,1,1.0,27,Zomato,75.32,5.0,40.5,29.82,Blinkit
10,6,1,0,rain,normal,0,0,5.6,21,Swiggy,151.48,28.0,31.5,91.98,Swiggy
20,0,0,0,clear,normal,0,1,6.4,41,Blinkit,109.88,32.0,61.5,16.38,Zomato
21,5,1,0,fog,normal,0,1,4.9,30,Swiggy,103.92,24.5,45.0,34.42,Swiggy
18,3,0,0,fog,busy,0,0,1.4,23,Zomato,57.06,7.0,34.5,15.56,Blinkit
18,2,0,0,rain,normal,0,0,5.7,31,Swiggy,139.51,28.5,46.5,64.51,Swiggy
23,4,0,0,rain,normal,0,0,5.2,20,Swiggy,134.19,26.0,30.0,78.19,Swiggy
21,0,0,0,clear,normal,0,1,3.0,42,Zomato,93.71,15.0,63.0,15.71,Zomato
11,1,0,0,fog,normal,0,0,4.4,38,Swiggy,85.66,22.0,57.0,6.66,Zomato
21,4,0,0,clear,normal,0,1,4.6,38,Swiggy,92.75,23.0,57.0,12.75,Zomato
21,3,0,0,rain,low,0,1,14.8,37,Blinkit,223.03,74.0,55.5,93.53,Swiggy
19,0,0,0,clear,low,0,1,13.5,26,Blinkit,174.99,67.5,39.0,68.49,Blinkit
11,4,0,0,fog,normal,0,0,6.4,41,Blinkit,104.94,32.0,61.5,11.44,Zomato
22,2,0,0,rain,low,0,1,13.9,22,Blinkit,213.99,69.5,33.0,111.49,Swiggy
15,3,0,0,fog,normal,0,0,6.4,22,Blinkit,104.95,32.0,33.0,39.95,Zomato
19,0,0,0,clear,low,0,1,14.0,15,Blinkit,180.03,70.0,22.5,87.53,Blinkit
19,2,0,0,clear,normal,0,1,2.3,21,Zomato,86.25,11.5,31.5,43.25,Zomato
22,2,0,0,clear,normal,0,1,4.7,22,Swiggy,93.86,23.5,33.0,37.36,Zomato
15,4,0,0,clear,normal,0,0,6.5,18,Blinkit,110.97,32.5,27.0,51.47,Zomato
9,6,1,0,fog,normal,0,0,5.5,15,Swiggy,110.33,27.5,22.5,60.33,Swiggy
18,0,0,0,clear,busy,0,0,1.1,23,Zomato,58.65,5.5,34.5,18.65,Blinkit
23,5,1,0,rain,busy,0,0,1.7,22,Zomato,100.7,8.5,33.0,59.2,Swiggy
15,0,0,0,clear,busy,0,0,1.6,25,Swiggy,64.58,8.0,37.5,19.08,Blinkit
21,5,1,0,clear,busy,0,1,1.4,41,Zomato,80.21,7.0,61.5,11.71,Swiggy
17,5,1,0,fog,busy,0,0,1.7,27,Swiggy,73.73,8.5,40.5,24.73,Blinkit
21,5,1,0,clear,normal,0,1,5.1,34,Swiggy,111.05,25.5,51.0,34.55,Swiggy
22,5,1,0,clear,low,0,1,13.5,19,Blinkit,175.05,67.5,28.5,79.05,Swiggy
19,6,1,0,clear,normal,0,1,6.5,54,Blinkit,110.92,32.5,81.0,-2.58,Swiggy
18,2,0,0,clear,low,0,0,13.4,18,Blinkit,173.95,67.0,27.0,79.95,Blinkit
10,0,0,0,fog,low,0,0,13.8,20,Blinkit,173.04,69.0,30.0,74.04,Blinkit
18,5,1,0,clear,normal,0,0,4.5,37,Swiggy,104.66,22.5,55.5,26.66,Swiggy
11,5,1,0,fog,busy,0,0,1.7,21,Swiggy,73.76,8.5,31.5,33.76,Blinkit
20,4,0,0,clear,busy,0,1,0.7,33,Zomato,71.88,3.5,49.5,18.88,Blinkit
14,1,0,0,clear,low,1,0,14.3,37,Blinkit,183.0,71.5,55.5,56.0,Zomato
19,3,0,0,rain,normal,0,1,2.4,25,Zomato,122.26,12.0,37.5,72.76,Swiggy
22,5,1,0,clear,normal,0,1,6.4,21,Blinkit,110.01,32.0,31.5,46.51,Swiggy
17,0,0,0,rain,busy,0,0,1.8,39,Zomato,101.98,9.0,58.5,34.48,Blinkit
21,3,0,0,fog,low,0,1,14.5,20,Blinkit,179.99,72.5,30.0,77.49,Blinkit
10,2,0,0,rain,normal,0,0,4.5,26,Swiggy,126.7,22.5,39.0,65.2,Swiggy
17,0,0,0,clear,low,0,0,13.2,31,Blinkit,171.97,66.0,46.5,59.47,Blinkit
16,6,1,0,clear,normal,0,0,3.7,25,Zomato,83.13,18.5,37.5,27.13,Swiggy
14,3,0,0,clear,busy,1,0,1.5,32,Zomato,81.49,7.5,48.0,25.99,Zomato
15,0,0,0,fog,normal,0,0,5.6,25,Swiggy,98.36,28.0,37.5,32.86,Zomato
10,0,0,0,fog,low,0,0,15.0,19,Blinkit,184.98,75.0,28.5,81.48,Blinkit
22,1,0,0,fog,normal,0,1,5.1,14,Swiggy,93.08,25.5,21.0,46.58,Zomato
12,0,0,0,fog,low,1,0,14.4,33,Blinkit,178.96,72.0,49.5,57.46,Zomato
21,3,0,0,clear,low,0,1,12.9,29,Blinkit,168.96,64.5,43.5,60.96,Blinkit
0,6,1,0,clear,low,0,0,13.0,27,Blinkit,169.96,65.0,40.5,64.46,Swiggy
23,3,0,0,clear,normal,0,0,4.6,22,Swiggy,92.76,23.0,33.0,36.76,Zomato
14,2,0,0,clear,normal,1,0,4.3,21,Zomato,107.57,21.5,31.5,54.57,Zomato
23,2,0,1,fog,busy,0,0,1.2,44,Zomato,94.72,6.0,66.0,22.72,Zomato
23,6,1,0,fog,normal,0,0,7.8,11,Blinkit,119.84,39.0,16.5,64.34,Swiggy
21,4,0,1,fog,low,0,1,14.6,51,Blinkit,220.99,73.0,76.5,71.49,Zomato
20,3,0,0,rain,normal,0,1,6.5,30,Swiggy,147.97,32.5,45.0,70.47,Swiggy
15,2,0,0,fog,normal,0,0,3.8,19,Zomato,79.16,19.0,28.5,31.66,Zomato
22,3,0,0,clear,busy,0,1,1.4,24,Zomato,80.05,7.0,36.0,37.05,Blinkit
11,0,0,0,fog,low,0,0,14.9,34,Blinkit,183.99,74.5,51.0,58.49,Blinkit
21,0,0,0,clear,busy,0,1,0.7,16,Zomato,71.97,3.5,24.0,44.47,Blinkit
9,0,0,0,fog,normal,0,0,7.1,23,Blinkit,112.34,35.5,34.5,42.34,Zomato
20,3,0,0,rain,busy,0,1,1.7,39,Zomato,118.85,8.5,58.5,51.85,Blinkit
21,3,0,0,fog,normal,0,1,4.5,41,Swiggy,86.69,22.5,61.5,2.69,Zomato
22,5,1,0,rain,normal,0,1,7.0,20,Blinkit,151.32,35.0,30.0,86.32,Swiggy
20,4,0,0,clear,normal,0,1,2.5,31,Zomato,88.41,12.5,46.5,29.41,Zomato
21,4,0,0,clear,busy,0,1,1.7,11,Swiggy,65.84,8.5,16.5,40.84,Blinkit
20,1,0,0,clear,low,0,1,14.5,37,Blinkit,185.02,72.5,55.5,57.02,Blinkit
10,5,1,0,rain,normal,0,0,6.2,23,Swiggy,157.79,31.0,34.5,92.29,Swiggy
17,2,0,0,fog,low,0,0,12.5,24,Blinkit,160.05,62.5,36.0,61.55,Blinkit
18,5,1,0,rain,normal,0,0,6.5,20,Blinkit,146.08,32.5,30.0,83.58,Swiggy
22,2,0,0,fog,normal,0,1,2.4,17,Zomato,82.21,12.0,25.5,44.71,Zomato
8,3,0,0,clear,normal,0,0,3.2,16,Zomato,77.83,16.0,24.0,37.83,Zomato
19,0,0,0,clear,normal,0,1,4.9,33,Swiggy,96.01,24.5,49.5,22.01,Zomato
18,0,0,0,fog,busy,0,0,1.8,37,Swiggy,61.88,9.0,55.5,-2.62,Blinkit
19,4,0,1,fog,normal,0,1,4.5,46,Zomato,144.61,22.5,69.0,53.11,Zomato
23,3,0,0,clear,low,0,0,12.8,19,Blinkit,168.01,64.0,28.5,75.51,Blinkit
23,5,1,0,clear,normal,0,0,2.1,25,Zomato,66.05,10.5,37.5,18.05,Swiggy
23,2,0,0,clear,normal,0,0,6.0,16,Swiggy,107.6,30.0,24.0,53.6,Zomato
20,0,0,0,clear,busy,0,1,0.5,38,Zomato,69.5,2.5,57.0,10.0,Blinkit
20,2,0,0,clear,normal,0,1,2.4,31,Zomato,87.23,12.0,46.5,28.73,Zomato
21,6,1,0,clear,normal,0,1,4.4,31,Swiggy,103.68,22.0,46.5,35.18,Swiggy
23,6,1,0,fog,low,0,0,13.4,23,Blinkit,169.01,67.0,34.5,67.51,Swiggy
19,4,0,0,clear,busy,0,1,1.0,20,Zomato,75.45,5.0,30.0,40.45,Blinkit
22,2,0,0,clear,normal,0,1,5.3,33,Swiggy,100.25,26.5,49.5,24.25,Zomato
23,4,0,0,fog,normal,0,0,6.1,28,Blinkit,101.69,30.5,42.0,29.19,Zomato
23,5,1,0,clear,busy,0,0,1.3,24,Zomato,61.0,6.5,36.0,18.5,Blinkit
10,3,0,0,clear,normal,0,0,5.1,20,Swiggy,98.02,25.5,30.0,42.52,Zomato
11,3,0,0,clear,low,0,0,14.1,38,Blinkit,181.01,70.5,57.0,53.51,Blinkit
22,2,0,0,fog,normal,0,1,5.1,43,Swiggy,93.02,25.5,64.5,3.02,Zomato
18,3,0,0,fog,normal,0,0,2.9,18,Zomato,69.67,14.5,27.0,28.17,Zomato
10,1,0,0,clear,normal,0,0,5.8,21,Swiggy,105.48,29.0,31.5,44.98,Zomato
19,6,1,0,fog,normal,0,1,5.6,27,Swiggy,111.32,28.0,40.5,42.82,Swiggy
23,6,1,0,clear,busy,0,0,0.6,31,Zomato,52.67,3.0,46.5,3.17,Blinkit
9,0,0,0,clear,busy,0,0,0.8,17,Zomato,55.11,4.0,25.5,25.61,Blinkit
21,0,0,0,clear,busy,0,1,1.0,21,Zomato,75.57,5.0,31.5,39.07,Blinkit
12,0,0,0,rain,busy,1,0,1.0,34,Zomato,110.36,5.0,51.0,54.36,Zomato
22,3,0,0,rain,busy,0,1,1.4,31,Zomato,115.19,7.0,46.5,61.69,Blinkit
18,1,0,0,fog,normal,0,0,4.7,17,Swiggy,88.84,23.5,25.5,39.84,Zomato
20,2,0,0,clear,busy,0,1,1.8,32,Swiggy,66.92,9.0,48.0,9.92,Blinkit
23,4,0,0,fog,low,0,0,13.9,19,Blinkit,174.01,69.5,28.5,76.01,Blinkit
19,6,1,0,fog,normal,0,1,5.7,29,Swiggy,112.42,28.5,43.5,40.42,Swiggy
22,5,1,0,clear,low,0,1,13.8,15,Blinkit,177.96,69.0,22.5,86.46,Swiggy
8,2,0,0,clear,normal,0,0,5.2,17,Swiggy,99.07,26.0,25.5,47.57,Zomato
0,6,1,0,clear,normal,0,0,2.5,28,Zomato,70.4,12.5,42.0,15.9,Swiggy
17,4,0,0,fog,normal,0,0,4.8,33,Swiggy,89.83,24.0,49.5,16.33,Zomato
11,3,0,0,clear,normal,0,0,6.9,16,Blinkit,115.32,34.5,24.0,56.82,Zomato
22,5,1,0,fog,busy,0,1,1.2,24,Zomato,72.74,6.0,36.0,30.74,Swiggy
10,4,0,0,fog,busy,0,0,0.8,21,Zomato,50.11,4.0,31.5,14.61,Blinkit
19,6,1,0,clear,busy,0,1,1.7,42,Swiggy,78.59,8.5,63.0,7.09,Swiggy
19,4,0,0,fog,busy,0,1,1.9,34,Swiggy,62.99,9.5,51.0,2.49,Blinkit
21,0,0,0,clear,busy,0,1,1.6,31,Swiggy,64.46,8.0,46.5,9.96,Blinkit
11,2,0,0,clear,busy,0,0,1.0,23,Zomato,57.35,5.0,34.5,17.85,Blinkit
21,1,0,0,fog,normal,0,1,3.5,26,Zomato,94.01,17.5,39.0,37.51,Zomato
18,3,0,0,fog,normal,0,0,6.1,10,Blinkit,101.72,30.5,15.0,56.22,Zomato
9,3,0,0,clear,busy,0,0,1.9,21,Swiggy,67.96,9.5,31.5,26.96,Blinkit
10,4,0,0,fog,normal,0,0,5.8,29,Swiggy,100.53,29.0,43.5,28.03,Zomato
23,2,0,0,clear,normal,0,0,5.2,40,Swiggy,99.16,26.0,60.0,13.16,Zomato
10,2,0,0,clear,normal,0,0,5.3,15,Swiggy,100.19,26.5,22.5,51.19,Zomato
16,0,0,0,fog,busy,0,0,1.4,31,Zomato,57.09,7.0,46.5,3.59,Blinkit
13,0,0,0,clear,normal,1,0,5.1,15,Swiggy,98.12,25.5,22.5,50.12,Zomato
8,3,0,0,fog,busy,0,0,0.6,16,Zomato,47.64,3.0,24.0,20.64,Blinkit
17,2,0,0,fog,normal,0,0,4.6,35,Swiggy,87.72,23.0,52.5,12.22,Zomato
21,0,0,0,clear,normal,0,1,5.4,20,Swiggy,101.33,27.0,30.0,44.33,Zomato
22,1,0,0,clear,busy,0,1,1.1,15,Zomato,76.72,5.5,22.5,48.72,Blinkit
17,0,0,0,clear,busy,0,0,1.4,30,Zomato,62.17,7.0,45.0,10.17,Blinkit
11,1,0,0,fog,busy,0,0,1.3,28,Zomato,55.9,6.5,42.0,7.4,Blinkit
23,1,0,0,fog,busy,0,0,0.7,14,Zomato,49.01,3.5,21.0,24.51,Blinkit
20,2,0,0,rain,busy,0,1,1.7,16,Zomato,118.78,8.5,24.0,86.28,Blinkit
21,3,0,0,clear,low,0,1,14.8,23,Blinkit,187.99,74.0,34.5,79.49,Blinkit
19,6,1,1,fog,normal,0,1,4.1,49,Zomato,140.44,20.5,73.5,46.44,Zomato
20,2,0,0,clear,normal,0,1,4.8,16,Swiggy,94.81,24.0,24.0,46.81,Zomato
23,0,0,0,clear,normal,0,0,5.9,25,Swiggy,106.63,29.5,37.5,39.63,Zomato
8,3,0,0,clear,normal,0,0,5.9,24,Swiggy,106.58,29.5,36.0,41.08,Zomato
18,3,0,0,rain,low,0,0,14.5,31,Blinkit,220.0,72.5,46.5,101.0,Swiggy
17,0,0,0,clear,low,0,0,13.6,28,Blinkit,175.98,68.0,42.0,65.98,Blinkit
18,1,0,0,fog,low,0,0,12.9,29,Blinkit,164.04,64.5,43.5,56.04,Blinkit
17,2,0,0,fog,low,0,0,14.5,49,Blinkit,180.02,72.5,73.5,34.02,Blinkit
23,4,0,0,clear,normal,0,0,3.4,21,Zomato,79.91,17.0,31.5,31.41,Zomato
21,5,1,0,clear,normal,0,1,5.7,19,Swiggy,117.47,28.5,28.5,60.47,Swiggy
18,2,0,0,fog,low,0,0,13.9,27,Blinkit,173.97,69.5,40.5,63.97,Blinkit
21,2,0,0,clear,normal,0,1,5.7,34,Swiggy,104.54,28.5,51.0,25.04,Zomato
22,0,0,0,fog,low,0,1,14.8,33,Blinkit,182.97,74.0,49.5,59.47,Blinkit
19,4,0,1,clear,busy,0,1,0.9,49,Zomato,114.1,4.5,73.5,36.1,Zomato
21,1,0,0,rain,normal,0,1,4.6,22,Swiggy,127.79,23.0,33.0,71.79,Swiggy
18,3,0,0,fog,low,0,0,14.8,27,Blinkit,182.97,74.0,40.5,68.47,Blinkit
18,5,1,0,clear,busy,0,0,1.8,25,Swiggy,80.0,9.0,37.5,33.5,Blinkit
21,1,0,0,rain,normal,0,1,6.4,36,Swiggy,147.0,32.0,54.0,61.0,Swiggy
17,0,0,0,clear,busy,0,0,0.6,27,Zomato,52.7,3.0,40.5,9.2,Blinkit
20,1,0,0,clear,normal,0,1,6.2,20,Blinkit,107.75,31.0,30.0,46.75,Zomato
8,6,1,0,fog,low,0,0,14.3,24,Blinkit,178.05,71.5,36.0,70.55,Swiggy
8,1,0,0,clear,busy,0,0,1.8,12,Swiggy,67.03,9.0,18.0,40.03,Blinkit
20,2,0,0,clear,busy,0,1,0.6,34,Zomato,70.61,3.0,51.0,16.61,Blinkit
19,2,0,0,clear,busy,0,1,0.6,41,Zomato,70.68,3.0,61.5,6.18,Blinkit
17,4,0,0,clear,low,0,0,13.9,15,Blinkit,179.02,69.5,22.5,87.02,Blinkit
12,1,0,1,rain,normal,1,0,6.3,48,Swiggy,185.93,31.5,72.0,82.43,Zomato
8,5,1,0,clear,busy,0,0,0.9,10,Zomato,56.17,4.5,15.0,36.67,Blinkit
15,5,1,0,clear,busy,0,0,0.7,26,Zomato,53.85,3.5,39.0,11.35,Blinkit
19,0,0,0,fog,low,0,1,13.0,27,Blinkit,165.05,65.0,40.5,59.55,Blinkit
21,3,0,0,clear,low,0,1,13.1,15,Blinkit,171.0,65.5,22.5,83.0,Blinkit
